1 0.000185547709983 2.94929153113e-06
2 0.000251575821726 5.65660373927e-06
3 0.000303644243982 8.36387142098e-06
4 0.000340929688654 1.08464183068e-05
5 0.000375439402832 1.33575345068e-05
6 0.000403563886175 1.57325582598e-05
9 0.00046900601503 2.24099742417e-05
10 0.000482882066094 2.43272470415e-05
11 0.000501481444185 2.65041178872e-05
12 0.000520008554681 2.87126691327e-05
15 0.000544413899834 3.3634003056e-05
18 0.000575556393971 3.89815977897e-05
20 0.000583922439147 4.17087456534e-05
22 0.000596955099983 4.47436764345e-05
30 0.000607122900398 5.32482008499e-05
33 0.00063410208008 5.83738280078e-05
36 0.000616260209586 5.92996663159e-05
44 0.000654191260849 6.97370227233e-05
44 0.000654191260849 6.97370227233e-05
45 0.000656160338973 7.07555890176e-05
45 0.000656160338973 7.07555890176e-05
55 0.000740819284441 8.8544840311e-05
60 0.000604710475979 7.55888094973e-05
66 0.000699321105189 9.18253597459e-05
90 0.000675822233686 0.000104281634637
99 0.000716348964242 0.000116207147005
110 0.00075527474844 0.000129528550751
132 0.000666478516382 0.000125952600608
165 0.000523111605026 0.000111527768925
180 0.000597897314212 0.000133693903814
198 0.000694341688512 0.000163657905469
220 0.000426825025187 0.000106706256297
330 0.000411799460885 0.000130222423563
396 0.000595392640544 0.000210503086799
495 0.000209855245306 8.56730451409e-05
660 8.83031223063e-05 4.41515611531e-05
# NTot= 2000  NBlk= 1980 BlkAvg= 0.9966 BlkMaxSEM= 0.0007553 BlkModSEM= 0.0006085  StIn= 13.7390 NIndSamp= 146 StInAvg= 0.9966 StInSEM= 0.0006814  BMaxNIS= 119 BModNIS= 184
