# routine version: 1.0.1
#density * sd(*)
   -2.3750      0.000    0.00000
   -2.1250      0.282    0.25848
   -1.8750      1.371    0.55894
   -1.6250      5.393    2.52714
   -1.3750     27.249    8.40310
   -1.1250     77.574   15.81455
   -0.8750    122.411   18.91056
   -0.6250    207.726   25.23839
   -0.3750    308.157   31.05660
   -0.1250    438.978   37.77646
    0.1250    547.729   39.88608
    0.3750    667.056   50.08974
    0.6250    807.306   44.24430
    0.8750    851.140   51.55652
    1.1250    948.069   52.71523
    1.3750    936.391   55.14200
    1.6250    976.260   51.71636
    1.8750    983.677   49.26271
    2.1250   1052.204   60.71125
    2.3750    969.978   55.17590
    2.6250   1020.101   54.18268
    2.8750   1023.283   50.53125
    3.1250    961.907   53.66093
    3.3750    994.563   53.95373
    3.6250   1013.516   52.51575
    3.8750   1032.497   49.79714
    4.1250   1012.067   52.41743
    4.3750   1026.858   50.24263
    4.6250    996.252   49.46110
    4.8750    963.456   53.74119
    5.1250    951.474   52.51494
    5.3750    957.271   53.24004
    5.6250   1016.879   51.27438
    5.8750   1011.503   55.50793
    6.1250   1000.063   56.73663
    6.3750   1000.184   58.09742
    6.6250   1009.450   52.80792
    6.8750   1018.098   47.38630
    7.1250    999.286   56.06490
    7.3750    992.743   50.62861
    7.6250    995.239   50.59419
    7.8750   1022.433   43.40080
    8.1250    994.184   58.55412
    8.3750    961.656   59.70709
    8.6250   1010.203   50.87064
    8.8750    983.306   53.78956
    9.1250   1026.009   43.83036
    9.3750   1032.072   58.95559
    9.6250    985.452   56.63965
    9.8750   1012.787   55.35454
   10.1250   1017.163   52.22606
   10.3750   1020.140   61.36355
   10.6250   1008.259   50.32672
   10.8750    971.433   54.13419
   11.1250    979.437   50.03001
   11.3750   1003.473   51.70621
   11.6250    986.072   53.02232
   11.8750   1022.929   57.21568
   12.1250   1009.480   57.38860
   12.3750   1018.872   51.91896
   12.6250   1017.793   48.48686
   12.8750    983.500   58.36596
   13.1250    999.596   52.80933
   13.3750    979.104   56.47183
   13.6250   1011.650   51.96213
   13.8750   1001.702   53.69351
   14.1250   1020.068   51.87582
   14.3750   1009.616   54.65978
   14.6250    975.944   60.16502
   14.8750    990.562   55.59062
   15.1250   1047.736   54.85375
   15.3750   1003.649   57.25136
   15.6250   1007.051   57.69429
   15.8750    989.339   53.36153
   16.1250    976.412   52.24251
   16.3750   1002.510   53.96610
   16.6250   1003.947   55.16023
   16.8750    992.788   51.14009
   17.1250    966.014   50.68661
   17.3750    998.219   48.55119
   17.6250   1006.522   58.17991
   17.8750    988.662   55.88433
   18.1250   1025.340   50.72975
   18.3750    965.442   52.72434
   18.6250    998.779   54.97209
   18.8750    996.660   51.30174
   19.1250    995.125   57.99662
   19.3750   1031.392   54.25272
   19.6250   1025.045   54.65574
   19.8750   1015.418   55.98240
   20.1250   1010.965   54.41192
   20.3750   1005.034   54.06567
   20.6250    988.120   50.61758
   20.8750   1022.341   60.07256
   21.1250   1029.142   49.54593
   21.3750    966.215   55.02098
   21.6250   1002.185   59.79267
   21.8750    982.319   50.24652
   22.1250   1001.873   55.38290
   22.3750   1020.947   52.60315
   22.6250   1026.718   57.05337
   22.8750    985.722   57.29982
   23.1250   1029.154   55.55519
   23.3750    984.920   55.71844
   23.6250    988.334   54.00552
   23.8750   1000.814   48.97602
   24.1250    996.028   50.52753
   24.3750   1001.664   51.28974
   24.6250    996.882   54.24060
   24.8750   1004.834   59.12768
   25.1250   1021.134   60.38055
   25.3750   1020.808   60.42838
   25.6250   1022.471   52.91122
   25.8750   1034.483   56.68849
   26.1250    953.219   43.50291
   26.3750    953.698   47.25289
   26.6250   1003.016   46.58757
   26.8750   1003.658   49.23693
   27.1250    996.368   47.19738
   27.3750    997.295   53.28599
   27.6250   1007.768   55.61929
   27.8750   1023.671   56.53008
   28.1250   1012.191   50.02607
   28.3750   1021.101   52.81751
   28.6250   1019.128   55.11375
   28.8750   1070.930   59.86809
   29.1250   1009.595   53.08873
   29.3750   1010.733   48.68836
   29.6250    988.326   49.76036
   29.8750    989.071   52.36605
   30.1250   1019.602   58.63503
   30.3750   1009.262   54.78595
   30.6250    991.516   56.35582
   30.8750    971.571   57.64423
   31.1250    996.916   52.65763
   31.3750   1003.959   54.19201
   31.6250    999.589   55.54108
   31.8750   1025.118   54.98298
   32.1250   1028.177   54.96688
   32.3750    955.077   47.62119
