# routine version: 1.0.1
#density * sd(*)
   32.6250    989.404   49.75956
   32.8750   1011.265   46.72340
   33.1250    998.712   54.16865
   33.3750    980.177   55.06087
   33.6250    989.560   49.71355
   33.8750   1000.020   54.91469
   34.1250   1027.573   57.15221
   34.3750    993.765   56.12001
   34.6250    986.517   52.54591
   34.8750    994.124   63.34171
   35.1250    997.552   52.23159
   35.3750   1025.826   49.80428
   35.6250    999.478   51.81727
   35.8750   1054.575   58.55744
   36.1250    971.386   47.59881
   36.3750   1008.052   49.37905
   36.6250    993.350   42.62889
   36.8750    992.214   46.70654
   37.1250   1007.796   55.15074
   37.3750    987.307   54.99849
   37.6250   1019.716   54.98710
   37.8750   1025.090   49.64315
   38.1250    984.611   56.29274
   38.3750    996.803   52.95730
   38.6250    973.796   46.93377
   38.8750   1015.908   50.13264
   39.1250    971.230   55.10460
   39.3750   1007.648   53.45598
   39.6250    960.643   49.73618
   39.8750   1026.462   58.86696
   40.1250    998.429   56.88146
   40.3750   1009.119   48.47480
   40.6250   1057.264   53.41995
   40.8750   1003.052   51.69249
   41.1250   1001.395   54.50726
   41.3750   1021.234   55.14024
   41.6250   1026.421   50.26518
   41.8750    991.943   49.63605
   42.1250    997.302   57.49439
   42.3750   1017.424   53.11103
   42.6250    965.219   49.46337
   42.8750   1007.643   53.40811
   43.1250    955.045   48.73331
   43.3750    995.615   51.62703
   43.6250    998.581   57.93683
   43.8750   1018.662   53.80165
   44.1250    993.948   50.57042
   44.3750    973.883   49.12870
   44.6250    988.666   52.02390
   44.8750    943.949   53.75224
   45.1250    845.615   52.72316
   45.3750    812.229   51.11808
   45.6250    660.646   45.81016
   45.8750    588.431   48.91657
   46.1250    462.160   43.01552
   46.3750    298.500   36.74561
   46.6250    208.356   27.78269
   46.8750    112.066   19.06519
   47.1250     71.991   14.96799
   47.3750     28.323    9.19565
   47.6250      6.511    3.31656
   47.8750      1.411    0.61415
   48.1250      0.161    0.24482
   48.3750      0.000    0.00000
